2.646,,,,,,,,,
2.759,,,,,,,,,
2.877,,,,,,,,,
2.999,,,,,,,,,
3.128,,,,,,,,,
3.262,,,,,,,,,
3.401,,,,,,,,,
3.547,,,,,,,,,
3.699,,,,,,,,,
3.858,,,,,,,,,
4.024,,,,,,,,, 
4.197,,,,,,,,,
4.379,,,,,,,,,
4.569,,,,,,,,,
4.769,,,,,,,,,
4.979,,,,,,,,,
5.2,,,,,,,,,
5.434,,,,,,,,,
5.68,,,,,,,,,
5.941,,,,,,,,,
6.218,,,,,,,,,
6.513,,,,,,,,,
6.826,,,,,,,,,
7.161,,,,,,,,,
7.519,,,,,,,,,
7.902,,,,,,,,,
8.313,,,,,,,,,
8.755,,,,,,,,,
9.229,,,,,,,,,
9.741,,,,,,,,,
10.29,,,,,,,,,
10.89,,,,,,,,,
11.53,,,,,,,,,
11.21,,,,,,,,,
10.89,,,,,,,,,
10.56,,,,,,,,,
10.22,,,,,,,,,
9.883,,,,,,,,,
9.54,,,,,,,,,
9.192,,,,,,,,,
8.842,,,,,,,,,
8.49,,,,,,,,,
8.138,,,,,,,,,
7.786,,,,,,,,,
7.437,,,,,,,,,
7.093,,,,,,,,,
6.755,,,,,,,,,
6.426,,,,,,,,,
6.107,,,,,,,,,
5.799,,,,,,,,,
5.504,,,,,,,,,
5.224,,,,,,,,,
4.959,,,,,,,,,
4.708,,,,,,,,,
4.472,,,,,,,,,
4.249,,,,,,,,,
4.034,,,,,,,,,
3.823,,,,,,,,,
3.605,,,,,,,,,
3.367,,,,,,,,,
3.084,,,,,,,,,
2.732,,,,,,,,,
2.284,,,,,,,,,
1.707,,,,,,,,,
0.9615,,,,,,,,,
0.01,,,,,,,,,
