30,0.01006,0.7221
31,0.01288,0.7222
32,0.01552,0.7222
33,0.018,0.722
34,0.02038,0.7217
35,0.02266,0.7213
36,0.02487,0.7209
37,0.02706,0.7204
38,0.02923,0.7199
39,0.03142,0.7194
40,0.03366,0.719
41,0.03595,0.7186
42,0.03834,0.7183
43,0.04082,0.7181
44,0.04344,0.7181
45,0.04621,0.7182
46,0.04913,0.7184
47,0.05224,0.7189
48,0.05555,0.7195
49,0.05907,0.7204
50,0.06282,0.7214
51,0.06681,0.7228
52,0.07105,0.7243
53,0.07556,0.7262
54,0.08034,0.7283
55,0.0854,0.7307
56,0.09075,0.7334
57,0.09641,0.7363
58,0.1024,0.7396
59,0.1086,0.7432
60,0.1152,0.7471
61,0.1221,0.7514
62,0.1293,0.7559
63,0.1369,0.7608
64,0.1447,0.766
65,0.1529,0.7715
66,0.1614,0.7773
67,0.1702,0.7835
68,0.1793,0.7899
69,0.1888,0.7967
70,0.1985,0.8037
71,0.2085,0.8111
72,0.2188,0.8187
73,0.2294,0.8267
74,0.2403,0.8348
75,0.2514,0.8433
76,0.2628,0.852
77,0.2744,0.8609
78,0.2862,0.87
79,0.2982,0.8794
80,0.3104,0.8889
81,0.3228,0.8986
82,0.3353,0.9085
83,0.3479,0.9185
84,0.3607,0.9286
85,0.3736,0.9388
86,0.3865,0.949
87,0.3995,0.9594
88,0.4125,0.9697
89,0.4256,0.9801
90,0.4385,0.9904
91,0.9904,0.9904
92,1,1
93,1,1
94,1,1
95,1,1
